Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
04/13/2017 21:48,04/13/2017 22:25,EURUSD,Sell,10000.00,1.06366,1.05166,1.06166,1.06142,2.4,240000.00,00:00:37:00,0.03
04/11/2017 21:20,04/11/2017 21:59,EURUSD,Sell,10000.00,1.06265,1.05065,1.06065,1.06056,0.9,90000.00,00:00:39:00,0.01
04/11/2017 21:14,04/11/2017 21:17,EURUSD,Buy,10000.00,1.05840,1.07040,1.06040,1.06057,1.7,170000.00,00:00:03:00,0.02
04/11/2017 21:06,04/11/2017 21:11,EURUSD,Sell,10000.00,1.06265,1.05065,1.06065,1.06052,1.3,130000.00,00:00:05:00,0.02
04/11/2017 20:57,04/11/2017 21:04,EURUSD,Buy,10000.00,1.05841,1.07041,1.06041,1.06059,1.8,180000.00,00:00:07:00,0.02
04/11/2017 20:43,04/11/2017 20:55,EURUSD,Sell,10000.00,1.06268,1.05068,1.06068,1.06053,1.5,150000.00,00:00:12:00,0.02
04/11/2017 20:00,04/11/2017 20:21,EURUSD,Buy,10000.00,1.05846,1.07046,1.06046,1.06057,1.1,110000.00,00:00:21:00,0.01
04/10/2017 20:35,04/10/2017 21:59,EURUSD,Sell,10000.00,1.06158,1.04958,1.05958,1.05945,1.3,130000.00,00:01:24:00,0.02
04/10/2017 20:22,04/10/2017 20:30,EURUSD,Buy,10000.00,1.05694,1.06894,1.05894,1.05930,3.6,360000.00,00:00:08:00,0.05
04/07/2017 20:01,04/07/2017 20:46,EURUSD,Sell,10000.00,1.06158,1.04958,1.05958,1.05947,1.1,110000.00,00:00:45:00,0.01
04/06/2017 21:24,04/06/2017 21:41,EURUSD,Sell,10000.00,1.06653,1.05453,1.06453,1.06427,2.6,260000.00,00:00:17:00,0.03
04/06/2017 21:02,04/06/2017 21:15,EURUSD,Sell,10000.00,1.06658,1.05458,1.06458,1.06425,3.3,330000.00,00:00:13:00,0.04
04/06/2017 20:00,04/06/2017 20:47,EURUSD,Buy,10000.00,1.06213,1.07413,1.06413,1.06434,2.1,210000.00,00:00:47:00,0.03
04/05/2017 20:50,04/05/2017 21:44,EURUSD,Buy,10000.00,1.06472,1.07672,1.06672,1.06683,1.1,110000.00,00:00:54:00,0.01
04/04/2017 21:58,04/04/2017 22:58,EURUSD,Sell,10000.00,1.06976,1.05776,1.06776,1.06784,-0.8,-80000.00,00:01:00:00,-0.01
04/04/2017 20:42,04/04/2017 21:00,EURUSD,Sell,10000.00,1.06936,1.05736,1.06736,1.06708,2.8,280000.00,00:00:18:00,0.04
04/03/2017 20:00,04/03/2017 20:57,EURUSD,Sell,10000.00,1.06922,1.05722,1.06722,1.06700,2.2,220000.00,00:00:57:00,0.03
03/31/2017 20:17,04/02/2017 21:13,EURUSD,Buy,10000.00,1.06407,1.07607,1.06607,1.06622,1.5,150000.00,02:00:56:00,0.02
03/30/2017 20:40,03/30/2017 21:19,EURUSD,Buy,10000.00,1.06595,1.07795,1.06795,1.06808,1.3,130000.00,00:00:39:00,0.02
03/29/2017 21:59,03/29/2017 21:59,EURUSD,Sell,10000.00,1.07879,1.06679,1.07679,1.07662,1.7,170000.00,00:00:00:00,0.02
03/28/2017 20:03,03/28/2017 20:47,EURUSD,Sell,10000.00,1.08341,1.07141,1.08141,1.08111,3.0,300000.00,00:00:44:00,0.04
03/27/2017 20:40,03/27/2017 20:58,EURUSD,Sell,10000.00,1.08860,1.07660,1.08660,1.08639,2.1,210000.00,00:00:18:00,0.03
03/26/2017 21:00,03/27/2017 00:01,EURUSD,Sell,10000.00,1.08582,1.07382,1.08382,1.08448,-6.6,-656100.00,00:03:01:00,-0.08
03/23/2017 20:10,03/23/2017 20:46,EURUSD,Sell,10000.00,1.08075,1.06875,1.07875,1.07860,1.5,150000.00,00:00:36:00,0.02
03/22/2017 21:56,03/22/2017 22:29,EURUSD,Buy,10000.00,1.07716,1.08916,1.07916,1.07945,2.9,290000.00,00:00:33:00,0.04
03/22/2017 20:14,03/22/2017 21:00,EURUSD,Sell,10000.00,1.08223,1.07023,1.08023,1.07963,6.0,600000.00,00:00:46:00,0.08
03/21/2017 21:07,03/21/2017 22:01,EURUSD,Buy,10000.00,1.07878,1.09078,1.08078,1.08092,1.4,140000.00,00:00:54:00,0.02
03/20/2017 21:33,03/20/2017 22:25,EURUSD,Buy,10000.00,1.07179,1.08379,1.07379,1.07391,1.2,120000.00,00:00:52:00,0.02
03/19/2017 21:49,03/19/2017 23:41,EURUSD,Sell,10000.00,1.07596,1.06396,1.07396,1.07419,-2.3,-230000.00,00:01:52:00,-0.03
03/17/2017 20:09,03/17/2017 20:58,EURUSD,Buy,10000.00,1.07165,1.08365,1.07365,1.07392,2.7,270000.00,00:00:49:00,0.03
03/16/2017 21:47,03/16/2017 22:19,EURUSD,Sell,10000.00,1.07912,1.06712,1.07712,1.07685,2.7,270000.00,00:00:32:00,0.03
03/15/2017 21:47,03/15/2017 22:36,EURUSD,Sell,10000.00,1.07550,1.06350,1.07350,1.07308,4.2,420000.00,00:00:49:00,0.05
03/15/2017 20:15,03/15/2017 21:30,EURUSD,Sell,10000.00,1.07573,1.06373,1.07373,1.07265,10.8,1080000.00,00:01:15:00,0.14
03/15/2017 20:00,03/15/2017 20:15,EURUSD,Sell,10000.00,1.07374,1.06174,1.07174,1.07374,-20.0,-2000000.00,00:00:15:00,-0.25
03/14/2017 21:36,03/14/2017 22:07,EURUSD,Sell,10000.00,1.06281,1.05081,1.06081,1.06049,3.2,320000.00,00:00:31:00,0.04
03/14/2017 20:10,03/14/2017 20:56,EURUSD,Buy,10000.00,1.05815,1.07015,1.06015,1.06057,4.2,420000.00,00:00:46:00,0.05
03/13/2017 20:00,03/13/2017 21:03,EURUSD,Buy,10000.00,1.06337,1.07537,1.06537,1.06546,0.9,90000.00,00:01:03:00,0.01
03/10/2017 21:22,03/12/2017 21:13,EURUSD,Buy,10000.00,1.06646,1.07846,1.06846,1.06842,-0.4,-40000.00,01:23:51:00,-0.01
03/10/2017 20:03,03/10/2017 20:55,EURUSD,Sell,10000.00,1.07125,1.05925,1.06925,1.06914,1.1,110000.00,00:00:52:00,0.01
03/09/2017 20:51,03/09/2017 22:20,EURUSD,Buy,10000.00,1.05644,1.06844,1.05844,1.05793,-5.1,-510000.00,00:01:29:00,-0.06
03/08/2017 20:49,03/08/2017 22:14,EURUSD,Buy,10000.00,1.05222,1.06422,1.05422,1.05422,0.0,0.00,00:01:25:00,0.00
03/08/2017 20:09,03/08/2017 20:25,EURUSD,Buy,10000.00,1.05237,1.06437,1.05437,1.05464,2.7,270000.00,00:00:16:00,0.03
03/07/2017 20:30,03/07/2017 21:12,EURUSD,Sell,10000.00,1.05885,1.04685,1.05685,1.05683,0.2,20000.00,00:00:42:00,0.00
03/06/2017 20:35,03/06/2017 21:35,EURUSD,Buy,10000.00,1.05614,1.06814,1.05814,1.05838,2.4,240000.00,00:01:00:00,0.03
03/06/2017 20:02,03/06/2017 20:16,EURUSD,Sell,10000.00,1.06099,1.04899,1.05899,1.05842,5.7,570000.00,00:00:14:00,0.07
03/03/2017 20:38,03/05/2017 22:00,EURUSD,Sell,10000.00,1.06303,1.05103,1.06103,1.06103,0.0,0.00,02:01:22:00,0.00
03/02/2017 21:46,03/02/2017 21:57,EURUSD,Sell,10000.00,1.05285,1.04085,1.05085,1.05062,2.3,230000.00,00:00:11:00,0.03
03/02/2017 20:17,03/02/2017 21:35,EURUSD,Sell,10000.00,1.05269,1.04069,1.05069,1.05056,1.3,130000.00,00:01:18:00,0.02
03/01/2017 21:00,03/01/2017 21:58,EURUSD,Buy,10000.00,1.05256,1.06456,1.05456,1.05474,1.8,180000.00,00:00:58:00,0.02
02/28/2017 21:01,02/28/2017 23:04,EURUSD,Buy,10000.00,1.05688,1.06888,1.05888,1.05747,-14.1,-1410000.00,00:02:03:00,-0.18
02/28/2017 20:25,02/28/2017 20:59,EURUSD,Buy,10000.00,1.05712,1.06912,1.05912,1.05953,4.1,410000.00,00:00:34:00,0.05
02/27/2017 21:54,02/27/2017 21:57,EURUSD,Buy,10000.00,1.05654,1.06854,1.05854,1.05879,2.5,250000.00,00:00:03:00,0.03
